Task,TaskName,Model,Preprocess,Fold,MacroF1,BalancedAcc
T1_thiram_conc,Thiram Concentration,RF,p4,0,0.6841269841269841,0.6732723077628984
T1_thiram_conc,Thiram Concentration,RF,p4,1,0.566459056639405,0.6477901160464186
T1_thiram_conc,Thiram Concentration,RF,p4,2,0.6621248902486585,0.6675961538461539
T1_thiram_conc,Thiram Concentration,RF,p4,3,0.708219858676192,0.7824503125613209
T1_thiram_conc,Thiram Concentration,RF,p4,4,0.6617126708212148,0.6448565323565324
T1_thiram_conc,Thiram Concentration,SVM,p4,0,0.4799659622028043,0.4702516731231851
T1_thiram_conc,Thiram Concentration,SVM,p4,1,0.574606197731699,0.6231987795118047
T1_thiram_conc,Thiram Concentration,SVM,p4,2,0.7037990196078432,0.7054487179487179
T1_thiram_conc,Thiram Concentration,SVM,p4,3,0.6171255812089648,0.6101743615619656
T1_thiram_conc,Thiram Concentration,SVM,p4,4,0.502004715023326,0.5406898656898657
T1_thiram_conc,Thiram Concentration,PLS-DA,p4,0,0.5698393269996697,0.5903761823294594
T1_thiram_conc,Thiram Concentration,PLS-DA,p4,1,0.582051282051282,0.6065176070428171
T1_thiram_conc,Thiram Concentration,PLS-DA,p4,2,0.5826903673068251,0.6033012820512821
T1_thiram_conc,Thiram Concentration,PLS-DA,p4,3,0.81675934308611,0.7960025789813023
T1_thiram_conc,Thiram Concentration,PLS-DA,p4,4,0.6708092643262304,0.6599511599511599
T2_mg_conc,MG Concentration,RF,p4,0,0.5726987652765777,0.55736284412755
T2_mg_conc,MG Concentration,RF,p4,1,0.6257585605309068,0.635713569768788
T2_mg_conc,MG Concentration,RF,p4,2,0.3611706480344947,0.49951737451737455
T2_mg_conc,MG Concentration,RF,p4,3,0.41745172699010297,0.4616096207215541
T2_mg_conc,MG Concentration,RF,p4,4,0.578355967855307,0.5844863618524333
T2_mg_conc,MG Concentration,SVM,p4,0,0.32733079866700554,0.28800257476728064
T2_mg_conc,MG Concentration,SVM,p4,1,0.3159842070986649,0.35460677147302055
T2_mg_conc,MG Concentration,SVM,p4,2,0.4058650297200779,0.47128378378378377
T2_mg_conc,MG Concentration,SVM,p4,3,0.4492543342481205,0.4600504933703361
T2_mg_conc,MG Concentration,SVM,p4,4,0.2419610507246377,0.28607927786499215
T2_mg_conc,MG Concentration,PLS-DA,p4,0,0.4073092028555649,0.40684506125682596
T2_mg_conc,MG Concentration,PLS-DA,p4,1,0.5837366636516073,0.5920586669941865
T2_mg_conc,MG Concentration,PLS-DA,p4,2,0.47366316363341104,0.5261824324324325
T2_mg_conc,MG Concentration,PLS-DA,p4,3,0.38791488065959284,0.4695652173913043
T2_mg_conc,MG Concentration,PLS-DA,p4,4,0.3473084886128364,0.4081946624803767
T3_mba_conc,MBA Concentration,RF,p4,0,0.6266217676919408,0.633529626464409
T3_mba_conc,MBA Concentration,RF,p4,1,0.6163588263588264,0.6091984172154197
T3_mba_conc,MBA Concentration,RF,p4,2,0.5112587409409706,0.5507452239789197
T3_mba_conc,MBA Concentration,RF,p4,3,0.5613194542631781,0.5893617021276596
T3_mba_conc,MBA Concentration,RF,p4,4,0.9064606891527371,0.9215983224603914
T3_mba_conc,MBA Concentration,SVM,p4,0,0.34323203472115005,0.35776181319659583
T3_mba_conc,MBA Concentration,SVM,p4,1,0.40627125850340134,0.5067819535607777
T3_mba_conc,MBA Concentration,SVM,p4,2,0.5190900602665308,0.548143115942029
T3_mba_conc,MBA Concentration,SVM,p4,3,0.3950085588537582,0.385170857511283
T3_mba_conc,MBA Concentration,SVM,p4,4,0.6107785664587478,0.734273066169618
T3_mba_conc,MBA Concentration,PLS-DA,p4,0,0.513848726487542,0.49025567069045334
T3_mba_conc,MBA Concentration,PLS-DA,p4,1,0.4464113475177305,0.4753102693056457
T3_mba_conc,MBA Concentration,PLS-DA,p4,2,0.37192577030812324,0.43592308959156784
T3_mba_conc,MBA Concentration,PLS-DA,p4,3,0.3757309941520468,0.35602836879432626
T3_mba_conc,MBA Concentration,PLS-DA,p4,4,0.4181670168067227,0.5402093596059113
T4_thiram_pres,Thiram Presence,RF,p4,0,0.8486701881197294,0.8264672036823936
T4_thiram_pres,Thiram Presence,RF,p4,1,0.7017982017982018,0.7231972789115646
T4_thiram_pres,Thiram Presence,RF,p4,2,0.9039549849626491,0.9358333333333333
T4_thiram_pres,Thiram Presence,RF,p4,3,0.8864213401896192,0.8742103307320699
T4_thiram_pres,Thiram Presence,RF,p4,4,0.6220095693779905,0.6466302367941712
T4_thiram_pres,Thiram Presence,SVM,p4,0,0.42587601078167114,0.5
T4_thiram_pres,Thiram Presence,SVM,p4,1,0.7879369138959932,0.7763265306122449
T4_thiram_pres,Thiram Presence,SVM,p4,2,0.636662159551864,0.6183333333333334
T4_thiram_pres,Thiram Presence,SVM,p4,3,0.7785714285714285,0.7658862876254181
T4_thiram_pres,Thiram Presence,SVM,p4,4,0.6787367510274713,0.7877959927140255
T4_thiram_pres,Thiram Presence,PLS-DA,p4,0,0.6545396724439497,0.6430379746835443
T4_thiram_pres,Thiram Presence,PLS-DA,p4,1,0.6834767964071856,0.653061224489796
T4_thiram_pres,Thiram Presence,PLS-DA,p4,2,0.7821782178217822,0.77625
T4_thiram_pres,Thiram Presence,PLS-DA,p4,3,0.7394005847953217,0.7439613526570048
T4_thiram_pres,Thiram Presence,PLS-DA,p4,4,0.7386466165413534,0.6944444444444444
T5_mg_pres,MG Presence,RF,p4,0,0.8450396825396825,0.8085255066387143
T5_mg_pres,MG Presence,RF,p4,1,0.9061320754716982,0.8695652173913043
T5_mg_pres,MG Presence,RF,p4,2,0.6781982818667285,0.6996512641673932
T5_mg_pres,MG Presence,RF,p4,3,0.7480650154798762,0.7226027397260274
T5_mg_pres,MG Presence,RF,p4,4,0.7122040072859745,0.6923076923076923
T5_mg_pres,MG Presence,SVM,p4,0,0.6844444444444444,0.6572327044025157
T5_mg_pres,MG Presence,SVM,p4,1,0.5971486410819657,0.5879511224779767
T5_mg_pres,MG Presence,SVM,p4,2,0.7684210526315789,0.75
T5_mg_pres,MG Presence,SVM,p4,3,0.4329268292682927,0.4863013698630137
T5_mg_pres,MG Presence,SVM,p4,4,0.4381508763017526,0.49582728592162556
T5_mg_pres,MG Presence,PLS-DA,p4,0,0.5625205389418337,0.5676100628930818
T5_mg_pres,MG Presence,PLS-DA,p4,1,0.6984514173781277,0.6911764705882353
T5_mg_pres,MG Presence,PLS-DA,p4,2,0.811965811965812,0.7905405405405406
T5_mg_pres,MG Presence,PLS-DA,p4,3,0.7330654420206659,0.7904109589041096
T5_mg_pres,MG Presence,PLS-DA,p4,4,0.6430785395324402,0.635522496371553
T6_mba_pres,MBA Presence,RF,p4,0,0.8529460778478752,0.8609274742368267
T6_mba_pres,MBA Presence,RF,p4,1,0.8047488226059655,0.7761194029850746
T6_mba_pres,MBA Presence,RF,p4,2,0.8399249749377486,0.8670833333333333
T6_mba_pres,MBA Presence,RF,p4,3,0.9068100358422939,0.9039491810806675
T6_mba_pres,MBA Presence,RF,p4,4,1.0,1.0
T6_mba_pres,MBA Presence,SVM,p4,0,0.5478773584905661,0.5609080303324908
T6_mba_pres,MBA Presence,SVM,p4,1,0.7391694260485651,0.7164179104477612
T6_mba_pres,MBA Presence,SVM,p4,2,0.7514347202295553,0.7083333333333334
T6_mba_pres,MBA Presence,SVM,p4,3,0.6676593210244193,0.6484769631103627
T6_mba_pres,MBA Presence,SVM,p4,4,1.0,1.0
T6_mba_pres,MBA Presence,PLS-DA,p4,0,0.6863803680981595,0.6756756756756757
T6_mba_pres,MBA Presence,PLS-DA,p4,1,1.0,1.0
T6_mba_pres,MBA Presence,PLS-DA,p4,2,0.6245216012136676,0.6254166666666667
T6_mba_pres,MBA Presence,PLS-DA,p4,3,0.8185070743210278,0.8010102556252869
T6_mba_pres,MBA Presence,PLS-DA,p4,4,0.6962706651287967,0.6463768115942029
T7_mixture_order,Mixture Complexity,RF,p4,0,0.7046070460704607,0.707574360455068
T7_mixture_order,Mixture Complexity,RF,p4,1,0.5850161161602087,0.6175374333269069
T7_mixture_order,Mixture Complexity,RF,p4,2,0.8698766001614578,0.8847609177672804
T7_mixture_order,Mixture Complexity,RF,p4,3,0.7326733874391915,0.7408521303258144
T7_mixture_order,Mixture Complexity,RF,p4,4,0.5442460317460318,0.5630252100840337
T7_mixture_order,Mixture Complexity,SVM,p4,0,0.3410033167495854,0.36626295053261343
T7_mixture_order,Mixture Complexity,SVM,p4,1,0.4550770866560341,0.4682057708373497
T7_mixture_order,Mixture Complexity,SVM,p4,2,0.6494855037812372,0.6210286855832985
T7_mixture_order,Mixture Complexity,SVM,p4,3,0.38335353535353534,0.42506265664160403
T7_mixture_order,Mixture Complexity,SVM,p4,4,0.4212871287128713,0.4025210084033613
T7_mixture_order,Mixture Complexity,PLS-DA,p4,0,0.49318978876111247,0.5440439710102631
T7_mixture_order,Mixture Complexity,PLS-DA,p4,1,0.42192375525708864,0.4761904761904762
T7_mixture_order,Mixture Complexity,PLS-DA,p4,2,0.739940519250864,0.7329471812504686
T7_mixture_order,Mixture Complexity,PLS-DA,p4,3,0.7459132386668618,0.7697994987468672
T7_mixture_order,Mixture Complexity,PLS-DA,p4,4,0.536036036036036,0.5745098039215687
